purpose,int_rate,installment,log_annual_inc,fico,revol_bal,delinq_2yrs,pub_rec,not_fully_paid
debt_consolidation,0.155,418.87,4.653212513775344,679,0,0.692,0,1
credit_card,0.111,163.82,4.518513939877887,749,1,0.144,0,1
credit_card,0.106,236.76,5.02938377768521,769,0,0.234,0,1
credit_card,0.053,301.11,4.838849090737256,674,0,0.56,1,1
credit_card,0.145,659.09,4.929418925714293,669,1,0.408,0,1
home_improvement,0.106,227.72,4.720159303405957,669,0,0.342,0,1
credit_card,0.062,1098.3,5.278753600952829,789,0,0.162,0,1
credit_card,0.053,1204.42,5.217483944213907,714,0,0.583,0,1
debt_consolidation,0.101,226.11,4.653212513775344,669,0,0.197,1,1
major_purchase,0.081,125.5,4.653212513775344,684,0,0.0,0,1
home_improvement,0.101,297.95,5.079181246047625,769,0,0.031,0,1
debt_consolidation,0.068,615.99,4.99563519459755,734,0,0.157,0,1
house,0.185,181.9,4.477121254719663,714,0,0.191,0,1
debt_consolidation,0.096,352.78,4.959041392321094,689,0,0.662,0,1
credit_card,0.185,436.55,5.079181246047625,694,0,0.908,0,1
debt_consolidation,0.068,831.59,5.041392685158225,794,0,0.0,0,1
credit_card,0.068,431.2,4.698970004336019,769,0,0.234,0,1
major_purchase,0.145,292.67,4.653212513775344,674,1,0.606,0,1
credit_card,0.155,432.87,4.954242509439325,684,0,0.432,0,1
other,0.068,46.2,4.6020599913279625,764,1,0.193,0,1
other,0.155,244.35,4.778151250383644,694,0,0.121,0,1
credit_card,0.081,156.87,4.477121254719663,704,0,0.325,0,1
home_improvement,0.145,1205.08,4.746681206047109,669,0,0.062,1,1
credit_card,0.081,219.62,5.1003705451175625,719,0,0.251,0,1
credit_card,0.101,1292.01,5.421603926869831,684,0,0.531,0,1
debt_consolidation,0.175,358.88,4.778151250383644,669,1,0.444,0,1
home_improvement,0.185,130.97,4.954242509439325,699,1,0.216,0,1
debt_consolidation,0.121,332.77,4.863322860120456,689,1,0.558,0,1
debt_consolidation,0.101,638.45,5.041392685158225,734,0,0.22,0,1
other,0.145,344.31,5.146128035678238,749,2,0.231,0,1
major_purchase,0.081,109.81,4.812913356642856,749,1,0.059,0,1
credit_card,0.106,97.6,4.5910646070264995,714,0,0.263,0,1
debt_consolidation,0.14,512.89,5.247973266361806,664,0,0.871,0,1
other,0.14,68.39,4.45484486000851,689,1,0.0,1,1
debt_consolidation,0.096,513.13,4.8061799739838875,719,1,0.463,0,1
medical,0.068,246.4,4.556302500767287,794,0,0.242,0,1
debt_consolidation,0.106,520.5,4.6020599913279625,674,0,0.435,1,1
credit_card,0.165,141.54,4.580924975675619,694,2,0.336,0,1
debt_consolidation,0.155,210.31,4.690196080028514,684,1,0.61,0,1
debt_consolidation,0.075,279.8,4.537819095073274,794,0,0.128,0,1
debt_consolidation,0.155,360.72,4.380211241711606,749,0,0.17,0,1
major_purchase,0.106,878.34,4.6127838567197355,774,0,0.071,0,1
credit_card,0.106,227.72,4.763427993562937,679,0,0.33,0,1
debt_consolidation,0.075,124.36,4.740362689494244,734,0,0.469,0,1
debt_consolidation,0.155,349.06,4.6020599913279625,674,1,0.736,0,1
debt_consolidation,0.096,256.57,5.079181246047625,704,0,0.991,0,1
debt_consolidation,0.068,708.39,4.7160033436347994,749,0,0.278,0,1
home_improvement,0.145,1119.86,5.151293221313534,684,2,0.32,0,1
car,0.075,435.23,5.217483944213907,749,0,0.172,1,1
home_improvement,0.204,694.5,5.117271295655764,664,1,0.838,0,1
debt_consolidation,0.081,94.12,5.079181246047625,719,1,0.383,0,1
credit_card,0.155,174.53,4.518513939877887,689,0,0.465,0,1
credit_card,0.075,186.53,4.633468455579586,764,0,0.254,0,1
home_improvement,0.145,344.31,4.3979400086720375,694,0,0.648,0,1
home_improvement,0.062,610.17,5.041392685158225,719,0,0.194,0,1
credit_card,0.219,228.68,4.778151250383644,689,0,0.689,0,1
credit_card,0.068,123.2,4.623249290397901,774,0,0.147,0,1
debt_consolidation,0.096,384.85,4.778151250383644,674,0,0.777,0,1
credit_card,0.081,345.11,4.7160033436347994,769,0,0.166,0,1
debt_consolidation,0.121,299.49,4.643452676486188,704,0,0.428,0,1
other,0.131,134.9,4.4623979978989565,709,0,0.694,0,1
car,0.053,165.61,4.929418925714293,819,1,0.048,0,1
credit_card,0.068,246.4,5.0,784,0,0.124,0,1
credit_card,0.121,332.77,4.623249290397901,719,1,0.265,0,1
credit_card,0.131,273.41,4.623249290397901,679,0,0.139,1,1
debt_consolidation,0.096,673.32,4.929418925714293,734,0,0.358,0,1
credit_card,0.175,574.2,5.0,719,0,0.813,0,1
debt_consolidation,0.053,331.22,5.021189299069938,789,0,0.193,0,1
debt_consolidation,0.096,256.57,4.77451696572855,709,0,0.439,0,1
home_improvement,0.062,152.55,4.977723605288848,749,0,0.039,0,1
credit_card,0.101,646.01,4.892094602690481,664,0,0.902,1,1
debt_consolidation,0.219,688.35,4.8512583487190755,674,1,0.784,0,1
moving,0.075,77.72,4.653212513775344,794,0,0.371,0,1
debt_consolidation,0.268,185.2,4.486855355276943,689,0,0.511,0,1
debt_consolidation,0.106,234.23,4.698970004336019,714,1,0.336,0,1
debt_consolidation,0.062,762.71,5.113943352306837,724,0,0.006,0,1
debt_consolidation,0.081,941.2,5.260071387985075,729,2,0.229,0,1
major_purchase,0.121,285.58,4.845098040014257,724,0,0.403,0,1
debt_consolidation,0.165,495.39,5.0,664,0,0.634,0,1
debt_consolidation,0.155,529.06,4.6020599913279625,734,0,0.304,0,1
debt_consolidation,0.101,665.39,5.113943352306837,784,0,0.003,0,1
credit_card,0.185,800.33,5.193124598354461,669,1,0.625,0,1
home_improvement,0.121,780.86,4.903089986991944,819,0,0.089,0,1
credit_card,0.101,484.51,4.740362689494244,664,0,0.48,0,1
home_improvement,0.062,122.04,4.544068044350276,804,0,0.005,0,1
debt_consolidation,0.081,812.59,5.146980277375495,694,2,0.642,0,1
debt_consolidation,0.068,92.4,4.5843312243675305,754,0,0.201,0,1
credit_card,0.068,338.8,4.740362689494244,684,0,0.485,0,1
credit_card,0.075,155.44,4.778151250383644,724,0,0.302,0,1
debt_consolidation,0.101,271.33,4.778151250383644,719,1,0.236,0,1
credit_card,0.121,399.32,4.892094602690481,679,0,0.659,0,1
major_purchase,0.096,48.11,4.672097857935717,679,0,0.335,0,1
medical,0.14,307.73,4.929418925714293,704,0,0.392,0,1
credit_card,0.268,911.95,4.698970004336019,679,0,0.778,0,1
credit_card,0.155,523.59,4.812913356642856,674,1,0.982,0,1
home_improvement,0.106,227.72,4.544068044350276,714,1,0.142,0,1
debt_consolidation,0.068,308.0,5.113943352306837,729,0,0.462,0,1
debt_consolidation,0.219,1067.17,4.732393759822968,674,1,0.397,1,1
debt_consolidation,0.239,39.17,4.698970004336019,704,0,0.494,1,1
other,0.14,95.74,4.477121254719663,739,0,0.0,0,1
debt_consolidation,0.096,160.36,4.778151250383644,664,0,0.663,0,1
debt_consolidation,0.101,484.51,4.903089986991944,724,0,0.545,0,1
credit_card,0.111,761.86,5.049218022670182,699,0,0.598,0,1
debt_consolidation,0.075,139.9,4.618968035300037,784,0,0.032,0,1
debt_consolidation,0.131,341.76,4.778151250383644,754,0,0.289,0,1
major_purchase,0.068,308.0,4.929418925714293,804,0,0.03,0,1
debt_consolidation,0.106,390.37,4.732393759822968,714,0,0.83,0,1
credit_card,0.081,62.75,4.447158031342219,709,1,0.261,0,1
home_improvement,0.145,1032.93,5.176091259055681,664,0,0.0,0,1
debt_consolidation,0.204,225.11,4.544068044350276,704,1,0.089,0,1
debt_consolidation,0.068,739.19,5.146128035678238,729,1,0.148,0,1
credit_card,0.053,180.67,5.0,744,1,0.309,0,1
debt_consolidation,0.062,457.63,4.9003671286564705,694,0,0.726,0,1
credit_card,0.106,374.11,4.954242509439325,719,2,0.289,0,1
debt_consolidation,0.145,165.27,4.380211241711606,689,1,0.432,1,1
debt_consolidation,0.101,387.61,4.977723605288848,714,0,0.604,0,1
debt_consolidation,0.131,330.37,4.778151250383644,719,0,0.547,0,1
debt_consolidation,0.165,353.85,5.1303337684950066,704,0,0.649,0,1
other,0.145,123.96,4.642128034288031,684,1,0.833,0,1
debt_consolidation,0.145,1032.93,5.17897694729317,714,0,0.907,0,1
other,0.081,470.6,4.650239118793185,789,0,0.255,0,1
home_improvement,0.145,137.73,4.740362689494244,664,2,0.689,1,1
credit_card,0.075,1032.12,4.999995657033466,744,3,0.178,0,1
debt_consolidation,0.155,601.2,5.113943352306837,679,1,0.155,1,1
credit_card,0.081,219.62,4.380211241711606,764,0,0.226,0,1
debt_consolidation,0.111,245.72,4.649334858712142,674,1,0.031,1,1
house,0.068,1077.99,5.505149978319906,709,0,0.516,0,1
debt_consolidation,0.081,276.87,5.017033339298781,724,1,0.309,0,1
major_purchase,0.194,176.97,4.621944448709556,704,0,0.141,0,1
home_improvement,0.219,963.68,4.494154594018442,694,1,0.348,0,1
credit_card,0.075,480.46,4.838849090737256,734,0,0.27,0,1
other,0.062,1220.33,5.146128035678238,779,0,0.006,0,1
debt_consolidation,0.101,96.91,4.667331520253101,739,0,0.345,0,1
credit_card,0.075,202.08,4.3979400086720375,724,0,0.189,1,1
credit_card,0.194,287.9,4.832508912706237,674,0,0.343,0,1
credit_card,0.111,1146.69,5.130976691605617,719,0,0.456,0,1
debt_consolidation,0.131,202.34,4.903089986991944,699,0,0.185,1,1
debt_consolidation,0.062,268.48,4.662757831681574,759,0,0.111,0,1
debt_consolidation,0.106,260.25,4.740362689494244,679,0,0.557,0,1
home_improvement,0.121,266.22,4.568201724066995,684,1,0.127,0,1
other,0.219,304.91,4.653212513775344,669,1,0.445,0,1
credit_card,0.204,574.3,5.060697840353612,674,1,0.574,1,1
debt_consolidation,0.111,491.44,4.698970004336019,704,0,0.309,0,1
credit_card,0.145,523.35,4.477121254719663,694,0,0.647,0,1
small_business,0.096,801.76,5.176091259055681,689,1,0.241,0,1
debt_consolidation,0.194,265.46,4.8750612633917,679,0,0.495,0,1
other,0.121,499.15,4.698970004336019,699,0,0.066,0,1
credit_card,0.075,994.82,5.113943352306837,754,0,0.246,0,1
debt_consolidation,0.287,852.44,5.041392685158225,669,1,0.83,0,1
other,0.101,744.86,5.352182518111363,749,1,0.002,1,1
debt_consolidation,0.068,261.8,4.7160033436347994,674,0,0.601,1,1
debt_consolidation,0.229,386.58,4.556302500767287,684,0,0.63,0,1
other,0.145,941.55,4.838849090737256,674,1,0.0,1,1
debt_consolidation,0.111,282.98,4.778151250383644,754,0,0.182,0,1
debt_consolidation,0.155,240.48,4.57978359661681,749,2,0.048,0,1
credit_card,0.155,191.99,4.857332496431268,669,1,0.409,0,1
credit_card,0.075,217.62,4.740362689494244,714,1,0.46,1,1
debt_consolidation,0.145,564.93,4.832508912706237,729,1,0.526,0,1
debt_consolidation,0.053,963.53,4.954242509439325,754,0,0.276,0,1
debt_consolidation,0.068,523.6,5.041392685158225,769,0,0.155,0,1
credit_card,0.075,512.95,4.60959440922522,789,0,0.021,0,1
moving,0.081,470.6,4.8575797326242816,734,1,0.162,1,1
credit_card,0.121,665.53,4.653212513775344,694,0,0.212,0,1
credit_card,0.096,160.36,4.653212513775344,689,1,0.31,0,1
credit_card,0.131,1079.14,4.724275869600789,674,2,0.492,0,1
debt_consolidation,0.101,193.81,4.505149978319906,719,0,0.015,0,1
credit_card,0.062,152.55,4.544068044350276,789,0,0.159,0,1
debt_consolidation,0.155,157.08,4.079181246047625,719,0,0.495,0,1
debt_consolidation,0.053,752.76,4.977723605288848,769,1,0.087,0,1
home_improvement,0.096,224.5,4.778151250383644,769,0,0.237,0,1
debt_consolidation,0.121,669.31,5.0,689,0,0.659,0,1
credit_card,0.101,323.01,4.812913356642856,714,1,0.405,0,1
home_improvement,0.106,975.93,5.3979400086720375,664,0,0.828,0,1
car,0.101,167.97,4.653212513775344,734,0,0.097,0,1
other,0.053,120.45,4.778151250383644,819,0,0.125,0,1
debt_consolidation,0.145,826.34,4.886490725172482,704,1,0.117,0,1
moving,0.075,161.66,4.698970004336019,764,0,0.099,0,1
debt_consolidation,0.258,298.29,4.544068044350276,699,0,0.98,0,1
debt_consolidation,0.155,349.06,4.778151250383644,674,0,0.289,0,1
debt_consolidation,0.101,161.51,4.9226164815485705,714,1,0.299,0,1
major_purchase,0.075,700.67,5.155336037465061,784,0,0.116,0,1
debt_consolidation,0.075,279.8,5.019116290447073,724,1,0.031,0,1
other,0.101,129.21,4.477121254719663,724,1,0.027,1,1
small_business,0.121,892.41,5.267171728403014,699,0,0.449,1,1
other,0.068,1077.99,5.012837224705172,684,0,0.215,0,1
credit_card,0.081,313.74,4.740362689494244,684,0,0.896,0,1
medical,0.14,612.37,4.778151250383644,744,0,0.431,0,1
major_purchase,0.053,234.87,4.778151250383644,764,0,0.162,0,1
debt_consolidation,0.14,812.92,5.1673173347481764,699,0,0.479,1,1
major_purchase,0.101,77.53,4.561101383649056,769,0,0.03,0,1
house,0.111,245.72,4.831229693867063,674,0,0.402,1,1
debt_consolidation,0.194,1474.75,4.748188027006201,684,1,0.578,0,1
debt_consolidation,0.101,161.51,4.610255484648782,674,0,0.494,0,1
debt_consolidation,0.121,1164.68,5.217483944213907,664,0,0.793,0,1
home_improvement,0.145,294.24,4.786545580235125,679,0,0.572,1,1
debt_consolidation,0.081,784.34,4.9599948383284165,749,1,0.0,0,1
debt_consolidation,0.121,998.3,4.732393759822968,709,0,0.642,0,1
medical,0.219,190.57,4.477121254719663,669,0,0.384,0,1
house,0.14,341.93,4.982271233039568,684,1,0.061,0,1
debt_consolidation,0.229,463.9,5.041392685158225,674,0,0.972,0,1
debt_consolidation,0.068,462.0,4.670245853074124,744,0,0.319,0,1
debt_consolidation,0.194,732.83,4.869231719730976,744,1,0.806,0,1
credit_card,0.185,363.79,4.977723605288848,694,1,0.339,0,1
debt_consolidation,0.204,683.74,5.230448921378274,704,0,0.682,0,1
home_improvement,0.096,517.14,5.278753600952829,714,1,0.45,0,1
car,0.145,241.02,4.494154594018442,719,0,0.0,0,1
credit_card,0.081,189.03,4.653212513775344,729,0,0.005,0,1
home_improvement,0.075,373.06,4.6180480967120925,794,2,0.0,0,1
major_purchase,0.081,131.77,4.954242509439325,704,0,0.164,0,1
home_improvement,0.062,274.58,4.7923916894982534,719,0,0.079,0,1
debt_consolidation,0.121,49.92,4.6020599913279625,714,1,0.082,0,1
credit_card,0.053,210.78,5.107209969647869,754,0,0.221,0,1
credit_card,0.111,360.39,4.903089986991944,699,0,0.133,1,1
other,0.175,125.61,4.693726948923647,694,0,0.318,0,1
debt_consolidation,0.068,769.99,5.0,684,1,0.123,0,1
debt_consolidation,0.145,82.64,4.698970004336019,699,0,0.109,1,1
debt_consolidation,0.165,212.31,4.477121254719663,689,2,0.303,0,1
debt_consolidation,0.145,235.39,4.3979400086720375,744,0,0.255,0,1
debt_consolidation,0.145,423.7,4.778151250383644,709,1,0.213,0,1
credit_card,0.096,1026.26,4.8750612633917,684,0,0.642,0,1
debt_consolidation,0.096,208.46,4.681241237375588,674,0,0.556,0,1
home_improvement,0.194,523.45,4.556302500767287,664,0,0.626,0,1
debt_consolidation,0.131,284.8,5.023252459633712,704,1,0.463,0,1
credit_card,0.145,413.17,4.845098040014257,684,0,0.822,0,1
credit_card,0.075,380.36,4.9344984512435675,769,2,0.245,0,1
debt_consolidation,0.14,390.01,4.633468455579586,689,0,0.671,0,1
other,0.204,373.63,4.6020599913279625,674,1,0.613,0,1
debt_consolidation,0.111,491.44,4.778151250383644,779,0,0.157,0,1
credit_card,0.075,186.53,4.6020599913279625,709,0,0.178,0,1
debt_consolidation,0.16,389.18,4.763427993562937,684,1,0.513,0,1
credit_card,0.053,481.77,4.623249290397901,734,0,0.28,0,1
debt_consolidation,0.14,803.52,4.544068044350276,709,0,0.497,0,1
other,0.106,196.0,4.903089986991944,674,3,0.066,1,1
credit_card,0.068,308.0,5.152288344383057,714,0,0.343,0,1
credit_card,0.068,1139.58,5.060697840353612,674,0,0.968,0,1
other,0.081,172.56,4.477121254719663,694,0,0.051,0,1
debt_consolidation,0.165,442.14,4.8061799739838875,699,0,0.581,0,1
debt_consolidation,0.075,108.81,4.531478917042255,739,0,0.144,1,1
debt_consolidation,0.175,502.12,4.892094602690481,714,0,0.711,0,1
home_improvement,0.121,99.83,4.8750612633917,679,0,0.281,0,1
debt_consolidation,0.121,532.43,4.860338006570994,689,1,0.847,0,1
major_purchase,0.248,614.41,5.439332693830263,674,1,0.735,0,1
other,0.101,96.91,4.724275869600789,699,0,0.44,0,1
debt_consolidation,0.145,499.61,4.868350499647969,764,0,0.22,0,1
credit_card,0.155,432.87,4.724275869600789,679,0,0.673,0,1
other,0.101,116.29,4.550228353055094,734,1,0.365,1,1
debt_consolidation,0.185,509.3,4.694605198933568,674,0,0.494,0,1
debt_consolidation,0.14,153.87,4.618357748142641,709,2,0.325,0,1
debt_consolidation,0.14,170.97,4.643452676486188,664,2,0.59,0,1
debt_consolidation,0.081,1066.7,5.041392685158225,719,1,0.555,0,1
credit_card,0.131,1079.14,4.892094602690481,709,1,0.39,0,1
home_improvement,0.062,610.17,5.176091259055681,724,3,0.377,0,1
other,0.101,323.01,5.2552725051033065,669,1,0.165,0,1
debt_consolidation,0.155,698.12,4.698970004336019,719,1,0.409,0,1
debt_consolidation,0.106,221.7,4.6020599913279625,729,1,0.307,0,1
debt_consolidation,0.121,332.77,4.676693609624866,694,0,0.598,0,1
debt_consolidation,0.145,688.62,4.897627091290442,729,0,0.423,0,1
vacation,0.111,131.05,5.079181246047625,714,0,0.284,0,1
debt_consolidation,0.081,564.72,4.903089986991944,784,1,0.082,0,1
credit_card,0.101,193.81,4.845098040014257,724,1,0.428,0,1
debt_consolidation,0.185,727.58,4.832508912706237,714,0,0.826,0,1
other,0.131,346.32,4.740362689494244,679,0,0.409,0,1
debt_consolidation,0.111,262.1,4.778151250383644,689,0,0.165,1,1
debt_consolidation,0.219,631.21,4.740362689494244,734,0,0.589,0,1
credit_card,0.096,384.85,4.8750612633917,689,0,0.423,1,1
debt_consolidation,0.068,138.6,4.544068044350276,814,1,0.029,0,1
credit_card,0.131,318.98,5.1702617153949575,679,0,0.428,0,1
credit_card,0.185,640.98,4.8750612633917,714,3,0.289,0,1
credit_card,0.101,323.01,4.99563519459755,664,0,0.596,0,1
major_purchase,0.111,1179.45,4.857332496431268,689,0,0.348,0,1
debt_consolidation,0.131,337.23,4.623249290397901,714,1,0.019,0,1
home_improvement,0.131,227.84,4.868667944902471,704,0,0.187,0,1
debt_consolidation,0.165,389.24,4.812913356642856,684,2,0.693,0,1
debt_consolidation,0.145,482.04,4.7160033436347994,669,0,0.472,0,1
home_improvement,0.062,1220.33,5.176091259055681,779,1,0.016,0,1
other,0.111,425.92,4.57978359661681,714,0,0.266,0,1
debt_consolidation,0.111,365.7,4.826074802700826,789,1,0.198,0,1
credit_card,0.101,193.81,4.698970004336019,679,1,0.435,0,1
credit_card,0.131,202.34,5.096910013008056,674,0,0.673,1,1
debt_consolidation,0.101,1292.01,4.477121254719663,699,0,0.251,0,1
debt_consolidation,0.075,481.87,4.8750612633917,799,2,0.0,0,1
credit_card,0.081,125.5,4.225309281725863,759,1,0.088,0,1
home_improvement,0.081,62.75,4.812913356642856,729,1,0.605,0,1
debt_consolidation,0.096,513.13,4.608761301825588,734,0,0.548,0,1
debt_consolidation,0.258,293.39,4.778151250383644,669,0,0.204,0,1
debt_consolidation,0.111,360.39,4.8750612633917,719,0,0.551,0,1
credit_card,0.297,804.09,4.903089986991944,679,0,0.527,0,1
debt_consolidation,0.081,407.86,4.778151250383644,789,0,0.015,0,1
medical,0.194,147.48,4.552501765492939,684,1,0.002,0,1
debt_consolidation,0.111,641.6,4.653212513775344,794,0,0.0,0,1
credit_card,0.075,559.59,4.924279286061882,679,0,0.426,0,1
moving,0.219,152.46,4.431363764158987,714,0,0.705,0,1
debt_consolidation,0.106,455.44,4.748188027006201,719,0,0.854,0,1
debt_consolidation,0.165,106.16,4.672097857935717,669,0,0.446,0,1
credit_card,0.053,505.86,5.113943352306837,784,0,0.363,0,1
debt_consolidation,0.068,1077.99,4.903089986991944,714,2,0.041,0,1
other,0.194,553.04,5.240299582002712,674,1,0.966,0,1
debt_consolidation,0.053,361.33,4.672097857935717,789,0,0.012,0,1
debt_consolidation,0.081,150.6,4.66838591669,794,2,0.088,0,1
debt_consolidation,0.068,615.99,4.936513742478893,724,0,0.87,1,1
car,0.185,218.28,4.7160033436347994,674,1,0.073,0,1
credit_card,0.106,975.93,5.352182518111363,704,2,0.337,1,1
small_business,0.096,841.64,5.239549720840473,774,0,0.367,0,1
debt_consolidation,0.268,455.98,4.778151250383644,704,0,0.615,0,1
debt_consolidation,0.062,366.1,4.748188027006201,769,0,0.203,0,1
credit_card,0.248,292.58,4.698970004336019,679,0,0.85,0,1
debt_consolidation,0.165,804.45,5.113943352306837,694,0,0.262,0,1
credit_card,0.131,227.84,4.812913356642856,679,2,0.205,1,1
debt_consolidation,0.081,784.34,5.107209969647869,739,0,0.347,0,1
small_business,0.111,653.03,4.812913356642856,759,0,0.208,0,1
medical,0.081,395.31,5.035649831681734,764,0,0.173,0,1
home_improvement,0.111,491.44,5.096910013008056,774,1,0.0,0,1
debt_consolidation,0.14,984.74,4.845098040014257,669,1,0.111,1,1
debt_consolidation,0.194,502.51,4.913813852383717,679,0,0.542,0,1
major_purchase,0.075,248.71,4.760422483423212,704,0,0.193,0,1
debt_consolidation,0.062,640.68,5.201724770116379,709,0,0.468,0,1
major_purchase,0.081,627.47,5.1303337684950066,739,0,0.234,1,1
debt_consolidation,0.068,236.66,5.204119982655925,764,0,0.51,0,1
vacation,0.053,180.67,5.230448921378274,794,0,0.203,0,1
debt_consolidation,0.175,878.71,4.770852011642144,789,1,0.58,0,1
debt_consolidation,0.111,294.87,4.623249290397901,689,0,0.056,0,1
credit_card,0.068,308.0,4.740362689494244,749,0,0.586,0,1
home_improvement,0.062,122.04,4.8750612633917,789,0,0.085,0,1
other,0.175,502.12,4.748188027006201,674,2,0.312,0,1
debt_consolidation,0.258,241.14,4.812913356642856,669,0,0.625,0,1
debt_consolidation,0.165,212.31,4.799340549453582,679,2,0.42,1,1
credit_card,0.081,238.44,4.838849090737256,704,0,0.187,0,1
debt_consolidation,0.111,196.58,4.684845361644412,734,0,0.937,0,1
debt_consolidation,0.062,427.27,4.812913356642856,739,0,0.318,0,1
debt_consolidation,0.268,729.56,4.982271233039568,664,0,0.49,0,1
home_improvement,0.096,38.49,4.778151250383644,779,0,0.048,0,1
credit_card,0.062,109.83,4.2552725051033065,749,0,0.23,0,1
credit_card,0.081,313.74,4.812913356642856,759,1,0.283,0,1
credit_card,0.204,1307.7,4.903089986991944,679,1,0.668,0,1
debt_consolidation,0.175,251.06,4.968482948553935,674,0,0.633,0,1
other,0.096,48.11,4.544068044350276,724,0,0.206,0,1
credit_card,0.081,188.24,4.556302500767287,669,3,0.774,0,1
credit_card,0.131,101.17,4.741348602475895,704,1,0.479,0,1
debt_consolidation,0.145,588.47,4.3979400086720375,724,0,0.216,1,1
home_improvement,0.053,361.33,5.292256071356476,779,1,0.14,0,1
debt_consolidation,0.096,420.82,4.57978359661681,769,0,0.346,0,1
debt_consolidation,0.175,215.33,4.505149978319906,669,0,0.457,0,1
debt_consolidation,0.101,193.81,4.929418925714293,694,1,0.252,0,1
debt_consolidation,0.219,445.36,4.531478917042255,719,0,0.357,0,1
house,0.287,473.58,4.645500867572436,674,1,0.749,1,1
house,0.111,196.58,4.799340549453582,664,0,0.303,0,1
debt_consolidation,0.096,801.76,5.066698550422995,704,0,0.4,0,1
credit_card,0.229,984.66,4.897627091290442,689,0,0.915,0,1
moving,0.14,68.39,4.480236971819469,694,0,0.148,0,1
debt_consolidation,0.204,667.79,4.913813852383717,704,0,0.417,1,1
debt_consolidation,0.14,782.34,4.863322860120456,689,0,0.802,0,1
debt_consolidation,0.185,410.23,4.431363764158987,719,1,0.223,0,1
home_improvement,0.068,308.0,5.318063334962762,814,0,0.01,0,1
credit_card,0.081,94.12,4.556302500767287,749,0,0.15,0,1
home_improvement,0.101,484.51,5.176091259055681,684,2,0.678,0,1
credit_card,0.101,255.38,5.0,739,1,0.127,1,1
debt_consolidation,0.053,210.78,4.653212513775344,744,0,0.351,0,1
other,0.111,65.53,4.556302500767287,689,1,0.341,1,1
debt_consolidation,0.068,1077.99,4.778151250383644,784,0,0.093,0,1
debt_consolidation,0.068,295.68,4.672097857935717,794,2,0.128,0,1
debt_consolidation,0.258,536.91,4.785329835010767,669,0,0.346,0,1
debt_consolidation,0.131,429.97,4.809121832854291,664,0,0.856,0,1
other,0.081,1254.94,5.176091259055681,804,1,0.047,0,1
credit_card,0.175,251.06,4.845098040014257,669,0,0.386,0,1
debt_consolidation,0.075,279.8,4.57978359661681,684,0,0.098,1,1
debt_consolidation,0.165,123.85,4.778151250383644,684,0,0.21,0,1
other,0.101,744.86,4.812913356642856,724,0,0.389,0,1
home_improvement,0.062,274.58,5.006037954997317,789,0,0.052,0,1
other,0.081,627.47,5.079181246047625,784,0,0.158,0,1
credit_card,0.165,245.04,4.623249290397901,704,1,0.129,0,1
credit_card,0.239,979.12,5.148602654806093,684,0,0.509,0,1
credit_card,0.204,269.02,4.3979400086720375,719,0,0.082,0,1
debt_consolidation,0.053,752.76,5.152288344383057,739,0,0.631,0,1
credit_card,0.096,577.27,4.929418925714293,714,0,0.187,0,1
debt_consolidation,0.194,553.04,4.69407846208076,694,0,0.58,0,1
home_improvement,0.145,206.59,4.8061799739838875,679,0,0.868,0,1
debt_consolidation,0.068,154.0,4.662757831681574,769,0,0.291,0,1
moving,0.204,427.39,4.854913022307856,679,0,0.418,0,1
debt_consolidation,0.145,578.44,4.724275869600789,664,0,0.77,1,1
credit_card,0.287,1105.01,4.812913356642856,679,0,0.679,0,1
other,0.175,179.44,4.6020599913279625,694,0,0.543,1,1
home_improvement,0.062,76.28,4.7160033436347994,809,0,0.081,0,1
debt_consolidation,0.155,593.4,5.0,674,1,0.699,0,1
debt_consolidation,0.101,258.41,4.556302500767287,724,0,0.589,0,1
debt_consolidation,0.121,232.94,4.676693609624866,694,0,0.769,0,1
debt_consolidation,0.165,368.45,4.878562006091662,674,3,0.135,1,1
credit_card,0.075,466.32,4.778151250383644,704,0,0.733,0,1
credit_card,0.081,313.74,5.190331698170292,689,0,0.539,0,1
house,0.248,292.58,4.92143154523192,664,0,0.502,1,1
vacation,0.175,259.29,4.544068044350276,669,0,0.55,0,1
debt_consolidation,0.145,68.87,4.8750612633917,709,0,0.784,0,1
debt_consolidation,0.145,247.91,4.845098040014257,704,0,0.857,0,1
debt_consolidation,0.062,250.17,4.3979400086720375,764,0,0.199,0,1
debt_consolidation,0.155,225.15,4.26245108973043,679,1,0.723,1,1
home_improvement,0.053,90.34,4.698970004336019,729,0,0.03,0,1
other,0.075,93.27,4.574031267727719,774,0,0.26,0,1
debt_consolidation,0.068,985.59,4.9030465553721365,749,0,0.266,0,1
car,0.075,248.71,5.004321373782642,799,0,0.08,0,1
debt_consolidation,0.101,319.23,4.929418925714293,784,0,0.539,0,1
other,0.268,333.76,4.4623979978989565,704,0,0.297,0,1
credit_card,0.131,674.46,5.176091259055681,679,1,0.787,0,1
debt_consolidation,0.14,410.31,4.740362689494244,684,0,0.439,0,1
debt_consolidation,0.081,150.6,4.635483746814912,714,0,0.175,0,1
debt_consolidation,0.145,353.09,4.913813852383717,664,0,0.345,0,1
credit_card,0.096,192.43,4.952598734529773,719,1,0.327,0,1
debt_consolidation,0.062,137.29,4.812913356642856,784,0,0.141,0,1
other,0.075,280.27,5.096910013008056,779,0,0.001,0,1
debt_consolidation,0.175,602.55,4.929418925714293,694,0,0.718,0,1
